dat1,dat2,dat3,dat4,dat5,dat6,clase
101.68359375,94.5302734375,100.693359375,43.86678035068178,35.26081756559229,36.434681961725694,cat
133.3935546875,127.3369140625,129.2021484375,66.6675403402619,61.66666920206563,60.47976446255984,cat
104.1669921875,127.341796875,147.6044921875,51.80534144923489,52.026739398084906,54.37613881113435,dog
116.298828125,111.6806640625,109.3349609375,66.79458189480422,74.28040581890706,83.6979438754791,cat
111.9140625,123.84765625,124.2900390625,49.44670858354572,51.59875841051639,51.82017866048634,cat
75.6396484375,85.703125,113.515625,39.248532395350836,35.30087958690796,34.94149337083885,dog
145.1767578125,143.3916015625,165.4912109375,84.46616028468573,92.65506411431998,89.68417851481598,cat
78.6630859375,123.5458984375,143.3720703125,52.91475644706295,42.119851349552924,41.198135496282546,cat
99.876953125,105.4921875,114.5849609375,44.096689927834184,38.342284730305835,36.709169074484635,cat
177.8037109375,178.3193359375,183.3876953125,81.35831449699191,81.88339995763195,75.77672721658784,cat
52.53515625,55.14453125,87.5048828125,38.48610664464627,40.198343810321006,39.92664141783205,cat
133.9931640625,138.58203125,141.205078125,57.75782002103662,62.54482072081607,67.29772160770115,dog
96.9267578125,116.912109375,95.38671875,26.738488813309367,27.081331674015537,33.03745594750598,cat
102.7490234375,124.4921875,130.9296875,29.594137718939805,26.441820301179035,33.38829524365303,dog
74.6884765625,84.814453125,109.466796875,68.94426831024744,69.60944862575897,66.6219282175733,cat
101.2978515625,121.0439453125,145.9580078125,66.0212305702432,62.818571087672865,59.24068025937657,dog
120.94140625,129.5634765625,135.1103515625,38.5022889484828,42.17407047850626,44.89867640415643,dog
69.8330078125,103.236328125,142.8740234375,47.94616166385808,50.92021187252007,53.902932407181716,cat
86.779296875,101.8779296875,126.0302734375,58.388700556106016,57.51113802800555,58.37091846614615,dog
94.82421875,123.490234375,124.8017578125,58.65746002493756,52.5264433250774,53.375811952583874,dog
115.37890625,109.9091796875,113.0185546875,55.57669061242052,56.1339127955048,56.342239021102735,cat
69.24609375,84.3525390625,101.923828125,37.1465108185306,40.33286468900903,53.99582285089708,cat
131.0634765625,125.478515625,136.779296875,69.8712045734043,60.60791904463996,58.61497216586915,dog
93.68359375,100.5625,100.681640625,68.34039546790727,70.08993943052741,75.19995620300153,cat
76.8720703125,90.712890625,106.9169921875,48.792471895596314,55.558699865158715,59.913544029213995,dog
124.279296875,133.568359375,136.181640625,46.730236057670574,47.60403096898255,47.08874408160988,cat
150.07421875,166.52734375,166.2744140625,62.381296333132966,59.58616425873825,58.99034853566982,cat
94.2333984375,101.72265625,85.974609375,69.96350344452365,59.94886520877051,55.618726295117206,dog
138.5205078125,142.251953125,143.51953125,62.29044219464674,59.68462849844843,58.544184113627146,cat
167.86328125,171.42578125,173.5185546875,69.51069822234847,69.94419063851656,66.39219444971353,cat
114.109375,114.224609375,120.9853515625,62.57565538198042,59.95900568829225,59.65760688177811,cat
81.2548828125,86.30078125,93.1865234375,44.049826142555794,34.68552020497384,27.028185773276814,dog
128.439453125,131.240234375,131.6591796875,52.88755988250855,54.06416997369948,57.93964105495552,dog
116.1142578125,124.650390625,134.583984375,46.785869760161376,50.1712773423192,53.562616479451,cat
103.705078125,114.1923828125,115.9296875,49.60042422789997,51.578189853279596,53.51189026657855,cat
125.2802734375,137.9013671875,155.2548828125,59.3066099677155,57.53736080805061,59.24049300364061,cat
108.47265625,129.0888671875,158.40234375,48.06952194290407,59.52764025379711,54.81727668018392,dog
89.7216796875,137.365234375,158.328125,53.98645011126542,45.31320476115454,39.86772256769096,cat
168.4736328125,183.7802734375,196.9560546875,67.39180628808982,50.40811529332586,43.9680839330873,dog
85.6083984375,100.7216796875,94.671875,42.3137459170037,52.02671412953301,49.8638355886245,dog
63.1376953125,51.3125,153.9384765625,56.144063307605514,65.49722680197995,70.76783898904317,cat
113.2939453125,128.51953125,141.6748046875,70.01452501689032,81.9944715729681,88.47730282505354,dog
124.0625,111.7578125,111.294921875,50.18152595203737,48.198624055462865,47.14332507590705,cat
81.39453125,96.34765625,99.958984375,58.56372238397909,60.02354871845579,50.29334143520895,dog
66.7763671875,64.5068359375,76.9345703125,66.16672085952781,55.670153304036795,57.97843261630564,cat
108.876953125,119.2529296875,127.2470703125,41.65558767400302,41.334282873127016,40.92433580338453,cat
141.97265625,147.521484375,161.6123046875,59.03068946907478,58.159360873135725,59.23838794571613,cat
115.3271484375,125.3037109375,124.4228515625,65.27809654058811,65.17736128234206,65.03582174939125,dog
161.8798828125,193.572265625,197.0810546875,46.631013201235156,44.167745013238374,46.7996297442633,dog
84.1630859375,94.623046875,130.3916015625,56.65713565090005,58.52463837535908,54.35852810648709,dog
117.076171875,131.1357421875,113.76953125,58.330082245102815,49.52475442262215,55.536372595176516,dog
128.013671875,153.0732421875,176.8984375,48.556484993817605,49.17339683095393,48.238598044601105,cat
98.56640625,106.44140625,114.767578125,51.32039262890495,53.72394430579777,60.7128767391813,cat
159.5029296875,155.408203125,158.2578125,69.75639805452924,70.03036012301193,63.6769950970509,cat
123.869140625,137.6279296875,145.3505859375,43.066677782236404,43.3795166192531,39.30898657352956,cat
89.822265625,88.970703125,106.064453125,52.060339581748245,48.58271700608268,52.035104456459756,dog
28.6826171875,102.0849609375,48.0322265625,54.47967520404127,43.54677810357041,70.47643345392962,dog
80.7373046875,90.6767578125,102.5380859375,57.99256026302245,56.40454470098771,56.752310273118965,cat
74.2490234375,103.89453125,90.6416015625,42.6329892969057,61.1337114300921,57.54381370636202,dog
136.005859375,155.318359375,176.75,45.24151729929849,44.07526648879561,40.923041339812464,dog
90.95703125,130.4853515625,157.7158203125,37.27806866894426,38.05118084302087,39.663086779053295,cat
93.11328125,102.279296875,108.271484375,65.54585152191859,45.2770995455276,47.239670325735034,dog
76.21875,90.0634765625,98.6591796875,66.77222681203241,61.61521279106738,66.79934427973143,dog
116.4521484375,122.05078125,123.685546875,54.43496742883168,51.17780127300946,49.69088771955254,cat
167.5400390625,168.1806640625,179.703125,68.00739819588361,64.90082260309973,60.753888041090626,dog
98.0712890625,113.4404296875,125.970703125,51.335330981031646,46.94089499842188,47.91554583136996,cat
133.8623046875,139.1025390625,145.30859375,51.539271140446054,50.83740388904769,49.956665639056226,dog
83.751953125,89.662109375,93.7626953125,53.00901858054724,53.66045493354987,53.469154869165365,dog
109.5732421875,125.9794921875,132.8369140625,66.47313915659446,62.37116854258165,61.32960200966976,dog
122.3515625,133.3681640625,148.228515625,62.106852837940465,60.476139746685085,65.47348974000188,dog
93.2314453125,112.4755859375,112.0107421875,53.10240463839488,51.702380242147,50.987215786586226,cat
95.2646484375,141.419921875,154.091796875,54.730101980235965,45.25879828131649,50.06149900581025,dog
113.7783203125,117.55859375,131.0263671875,74.97612040879183,77.32448929606623,76.26148919644123,dog
103.943359375,113.42578125,120.505859375,55.48027798204151,52.13362075908548,48.81492036296612,cat
105.87109375,107.392578125,113.55078125,51.36040874354205,51.26331937814573,54.00451514123285,dog
95.1416015625,108.484375,131.6728515625,68.10018518649562,66.49387417450103,65.87071117793812,dog
113.3876953125,132.48046875,128.2587890625,58.265967206699365,48.18176045357074,52.89339607676586,dog
129.7060546875,137.0849609375,140.8720703125,55.70410914681931,51.869517861665145,50.43386217917042,dog
175.94921875,162.646484375,163.197265625,57.09330835364727,60.897374829116245,64.51896941518977,dog
135.4775390625,151.9794921875,162.935546875,61.78572697643273,65.51078281754177,64.6474343471547,cat
74.3994140625,83.708984375,112.677734375,62.5140893466759,66.44305066582213,69.69528860864229,cat
43.48046875,118.0576171875,149.7607421875,46.874141756466045,60.461987675705835,69.7339137884979,cat
111.50390625,106.3603515625,100.291015625,51.63441939240928,48.22754932545198,48.31229056131582,cat
139.3916015625,136.4287109375,147.9375,34.17435715970013,32.2093796372977,31.468579319298797,cat
117.67578125,126.87890625,123.126953125,88.46481666997421,92.4708409719178,93.74872653350579,cat
93.2880859375,95.837890625,109.978515625,50.11745983118173,49.415619069789436,50.16100568715335,cat
135.3193359375,136.396484375,128.9140625,89.14034195369412,89.17659921198711,75.58671834221998,cat
93.92578125,114.04296875,131.607421875,27.66047565484275,34.1973264753478,39.541218896118664,dog
105.107421875,112.28515625,122.541015625,65.69332888917087,64.26573505016562,60.73458424957321,dog
132.9892578125,139.71875,148.388671875,64.17821014988583,65.53466252440383,64.68205976968099,cat
88.6416015625,91.2353515625,95.888671875,53.501400644025175,49.814129916415574,43.719289540471536,dog
104.1142578125,117.8701171875,147.6875,60.56918848383048,55.21178795232515,47.78845392063861,cat
108.7890625,104.2392578125,112.7177734375,68.85357565421779,69.76590587734569,72.30493313723427,cat
100.119140625,121.11328125,135.7314453125,52.87529056550398,52.85505736666453,52.75138056788013,cat
113.931640625,120.837890625,128.8896484375,68.63509726805849,67.59581661371905,64.78843672654985,cat
62.3046875,99.7431640625,131.28515625,28.608942983835384,42.18823439347407,59.351366467319735,dog
107.4921875,110.888671875,111.78515625,91.19851896187703,90.92268623216971,92.39295291532297,dog
94.623046875,104.14453125,112.2685546875,63.2519183263761,65.2955466137835,70.67510078215186,cat
89.7265625,106.4970703125,117.8017578125,63.471830592859014,57.84927876747411,58.6411787779935,dog
85.0517578125,83.41015625,80.4775390625,50.86043112225205,49.34581548850506,48.76565737541417,dog
114.0966796875,126.2021484375,130.216796875,69.50938159414544,74.05427931218233,59.9564284427866,dog
93.435546875,93.076171875,111.732421875,57.41338369269554,60.36822279018539,67.01562815919897,dog
135.8330078125,117.0302734375,99.650390625,56.80717491146531,42.90159595028467,56.61779789880486,cat
52.37890625,64.2138671875,74.029296875,38.17121922245491,40.974055280611545,41.21735357156152,cat
141.0966796875,147.9384765625,160.3310546875,56.60464097227828,55.95695475255188,62.25124537895916,cat
83.8466796875,98.1220703125,112.5009765625,61.29312041387088,64.95260998721534,67.27201079606827,dog
58.2490234375,61.4580078125,67.740234375,59.73512088390778,58.911829927495795,60.14254634778169,cat
166.17578125,170.4775390625,176.138671875,81.02872729981108,80.80554810705318,78.9654561825048,dog
100.81640625,119.1328125,140.775390625,70.76118979239227,74.34932551536593,72.53383060254478,dog
126.873046875,131.8623046875,135.0908203125,59.59519610278208,59.801687118244544,57.918606629116496,cat
71.34765625,85.7890625,130.6318359375,51.286479341604604,47.7720870618617,39.15711294625261,cat
100.5595703125,123.673828125,128.458984375,59.63482923282223,66.82215390522038,69.11543698927545,cat
41.5546875,50.412109375,56.8310546875,35.523882502161044,40.69753248340785,46.72045118621913,cat
91.0859375,96.12109375,88.73046875,38.579468986056476,38.48227808912449,33.92503237515439,dog
109.15625,137.11328125,121.98828125,37.80473835628941,46.39153659190864,49.83517617653116,dog
54.744140625,79.72265625,115.8935546875,43.92819697079798,49.176571554138825,57.465745549700706,dog
101.3681640625,108.5625,128.345703125,74.91537023475613,74.0621439864861,72.08433930975829,cat
181.0625,127.25,91.3896484375,61.97020768583078,36.24374946111398,48.066619726247175,cat
53.958984375,72.4697265625,83.126953125,51.41727918675303,48.187227033146264,45.856577279372395,cat
127.119140625,148.900390625,174.4208984375,50.20300064997584,49.07579278368728,48.206744624770195,dog
89.7197265625,100.2578125,102.7724609375,63.34211241040775,62.913677355085866,62.282998151883604,cat
87.3642578125,104.0947265625,111.4189453125,33.2418213013898,33.94333817652378,34.88672059520118,dog
90.470703125,97.8466796875,105.6416015625,54.25719207343037,52.207620828469814,51.80461591641711,cat
92.013671875,93.8046875,92.67578125,88.90431021935795,82.50291742888456,72.02782909023531,dog
87.328125,127.5859375,122.53125,40.94751487708839,49.79140509160285,48.470019325738875,cat
100.900390625,107.66796875,103.5458984375,91.03564205764363,92.36631550313146,86.10767153081329,cat
108.19140625,117.9111328125,119.6572265625,71.92229751108108,66.85073240388235,60.842623950508944,dog
133.890625,132.4814453125,132.90625,83.67936474414928,84.41360024145145,84.60196903182869,dog
86.416015625,100.1142578125,109.9345703125,48.00950810516346,51.83846258295844,52.344436713881,dog
63.396484375,82.236328125,102.431640625,45.000466874137885,52.40542829366376,66.04246100139554,cat
93.62109375,101.09375,111.298828125,74.4464663495099,76.80762418414268,72.74088859525095,cat
170.865234375,170.3056640625,178.490234375,75.82084276504264,75.86760754214143,72.28730858703739,dog
129.6943359375,157.7392578125,150.4326171875,69.1654304171773,52.733792884156905,53.32051660296044,dog
93.8203125,102.171875,97.7216796875,63.72961482821267,57.82926910513719,59.54155651195348,dog
107.298828125,112.26953125,127.8349609375,73.80886526953729,71.00135898632696,64.15341953996177,cat
99.8935546875,111.720703125,119.1611328125,62.424997164260624,65.49358956803036,64.98762211686342,cat
133.296875,137.654296875,135.3125,82.08995964555821,85.87401985597486,93.1096988268408,dog
66.833984375,84.13671875,96.7578125,60.154567974404536,68.45304374977346,71.69646261472629,dog
94.4150390625,123.859375,145.3095703125,38.97578635850852,38.52289485143056,43.394525349220245,cat
131.751953125,126.8427734375,125.4404296875,43.220828720048885,35.12171479470421,40.1446647467365,cat
118.0712890625,120.568359375,133.564453125,77.5785375486163,76.87532529684573,74.8633373774819,cat
98.283203125,104.20703125,109.48828125,64.0149356282578,62.387415076572324,62.20980959258675,dog
82.8955078125,87.2275390625,87.591796875,67.49493484566268,68.08357386816982,68.27700481006573,cat
124.646484375,123.5966796875,117.498046875,72.92918512041582,77.00226019353605,79.07696258589036,dog
112.7412109375,138.283203125,143.1640625,52.91940382939542,49.061702532270424,50.05292548014645,cat
85.052734375,93.435546875,88.740234375,49.9708035102568,50.9014418587006,51.00058308436354,dog
98.4365234375,105.443359375,108.380859375,69.7544792610196,72.2782891933297,73.39973407146292,cat
89.1591796875,94.1904296875,116.908203125,58.351198420765854,48.328565672608356,36.48805684170836,dog
115.5908203125,121.1474609375,132.873046875,42.260672118659414,42.29237812489872,47.90849733897999,dog
101.7724609375,117.62109375,144.1142578125,59.62237926137749,57.47753454114669,61.09548136801757,dog
78.935546875,103.537109375,102.6865234375,41.302165714035844,45.48489393215386,62.89967810634855,dog
102.5556640625,102.9658203125,107.3271484375,77.99485927538524,78.99803327574973,77.16657994130193,cat
127.6845703125,128.0986328125,128.1630859375,89.09145974460596,88.42087431006209,87.87953271475952,cat
89.095703125,106.7197265625,94.787109375,35.791014239426985,34.61945129169051,38.97650020469754,dog
98.6943359375,106.107421875,107.01171875,52.106274056426216,54.89053545389926,57.68451931775889,dog
143.8046875,143.2734375,141.6826171875,75.42944070389454,67.62961685300009,63.26617760769043,dog
116.0498046875,120.115234375,122.994140625,73.43941792682321,72.45384038588857,73.36850458928357,dog
110.890625,100.6376953125,43.92578125,71.66177441362568,65.89657042005992,49.77043353314444,cat
64.9326171875,77.0078125,86.16796875,67.41992031194549,72.99159798541777,75.84703400759336,cat
119.7568359375,138.7333984375,159.982421875,42.00853768493029,41.590829369818685,47.3122284048693,cat
102.5537109375,104.3076171875,104.8232421875,44.42788492473159,42.44948860237841,42.70349955054293,cat
134.0078125,151.9521484375,149.724609375,41.968784176037836,38.5296488829118,38.517654483089466,dog
68.423828125,87.8115234375,100.681640625,29.67424142409472,29.899418368471455,40.93129980294236,dog
83.6748046875,98.8935546875,115.7421875,63.45135863061742,61.09968319543847,61.191792634632336,cat
83.5673828125,89.7353515625,102.4765625,75.82934266863046,68.34156575351511,72.01694840059244,cat
81.0751953125,140.0078125,130.2822265625,59.101154761159094,45.66224868082872,65.77590860531627,dog
71.083984375,84.6318359375,97.4921875,47.04355920048733,54.17511935183515,62.90540344608596,dog
119.1650390625,126.314453125,127.9970703125,52.00449864478408,46.65534730052042,44.43144507811367,cat
63.9921875,121.6826171875,176.41015625,57.672312612637995,54.73911716348584,69.8023278621536,cat
90.044921875,98.390625,119.962890625,53.87220785247386,52.69561538552686,53.30263124738109,dog
128.4736328125,158.724609375,184.6943359375,43.43016224090607,28.83777937669026,32.890373769058876,dog
133.59375,130.8916015625,135.8369140625,53.2071332007044,56.70158114608664,57.557764502623705,dog
116.2568359375,121.7138671875,128.029296875,79.95724841666144,79.84753026206327,81.73647107743957,cat
101.9423828125,108.173828125,114.60546875,56.63468805597153,57.970199262491406,60.13387253738756,cat
106.22265625,105.865234375,106.0537109375,70.4725902111547,72.3762103360028,79.04015275761866,dog
91.1435546875,95.154296875,99.0166015625,67.48071120134402,65.69732339943056,65.62402319044926,cat
127.8984375,162.65625,187.890625,67.0765904167288,61.21835119829266,54.249637725604906,cat
112.470703125,106.49609375,136.32421875,57.61778968832556,50.7697004594395,61.12893295896918,cat
102.333984375,105.9140625,114.0537109375,37.288646287271625,37.33317629463228,40.620264698764494,dog
65.8603515625,106.2734375,89.943359375,56.661334836918584,48.483963979687076,52.44048630914477,cat
119.111328125,118.619140625,132.7958984375,66.64955654240006,72.63572603159189,61.77106440105825,dog
91.2001953125,119.36328125,138.4619140625,72.40742985633003,69.6945544311634,72.40967241216028,cat
113.7041015625,116.3486328125,112.9208984375,44.327476122910326,38.49105184779377,39.37932258978448,dog
125.4775390625,133.408203125,142.369140625,82.58547586368493,81.5498156509795,79.89285100338437,cat
124.89453125,126.2041015625,131.58984375,63.86954637750117,65.40328874368387,67.85724139213579,cat
107.2783203125,123.875,120.7841796875,44.6090622658799,49.383721539845496,47.995333673235486,dog
108.73046875,131.7666015625,145.0615234375,66.73846758826781,60.818065792426125,58.50690333887223,dog
119.046875,111.568359375,122.5703125,88.09554998826204,88.89075114710107,84.98958425096774,cat
56.7041015625,88.365234375,97.4697265625,45.849440925459334,45.45333074403149,43.693949156536334,dog
100.5908203125,101.453125,139.412109375,41.84011552679841,42.318451275529625,44.05157322233835,dog
87.4052734375,98.736328125,102.8486328125,56.41438490095728,49.97906601410568,45.83755643751146,dog
92.0361328125,117.36328125,105.123046875,57.91961076878332,55.44633226019913,73.49145953844945,dog
77.8955078125,74.5302734375,83.443359375,57.708705976180504,56.90690263837931,63.35782184319944,cat
130.263671875,150.486328125,119.705078125,70.97982498757892,71.90753209820814,65.64016888375323,dog
96.7783203125,108.130859375,109.5888671875,60.71397046544271,62.19488386474385,66.76399894964341,dog
131.25,154.4287109375,153.8642578125,70.01134115716539,68.24860343622107,72.01767179394952,dog
98.9111328125,104.5322265625,120.3330078125,28.277242690642343,29.781445705735464,33.688303624690185,dog
135.568359375,151.421875,177.13671875,53.193826875125744,50.65344253093145,45.864747442708094,cat
118.9111328125,139.515625,128.6962890625,51.351299592225374,31.465285776302352,54.22919159091294,cat
127.73046875,125.328125,126.3798828125,50.14042399631532,48.86596533743476,50.597863344080714,dog
126.05078125,132.103515625,133.052734375,44.03874979792965,49.12840942510129,55.15658774988436,dog
115.822265625,120.638671875,127.7998046875,43.850795187966014,41.75746458103131,39.48236799856808,dog
69.0859375,87.482421875,96.7548828125,43.831402367436226,48.275269487953366,54.80905665126788,dog
117.41796875,99.0126953125,69.31640625,71.33928827878803,59.41382640864448,73.47260786058271,dog
165.470703125,168.189453125,185.1015625,46.13690904328242,45.90538041736968,44.55653270771407,cat
142.9150390625,146.3642578125,154.6962890625,35.561011727404484,31.76502369444312,28.832770558930733,cat
121.5087890625,135.296875,151.9306640625,49.89897920676715,51.40766287951997,55.329058936875754,cat
52.5068359375,98.4609375,54.654296875,52.72094460596242,59.73444192629654,51.07687623792557,dog
103.162109375,108.8837890625,112.2958984375,53.70698760334206,50.381369507542225,51.02698564903854,cat
67.9609375,68.953125,78.6611328125,50.87755711383059,51.78084216420562,55.56550024490679,dog
119.9873046875,125.5849609375,132.3349609375,88.36668341216921,87.03583699984793,85.35737206142683,dog
83.7373046875,143.7685546875,125.2177734375,51.57274836563678,64.21220425475848,50.208106336700446,cat
86.5068359375,97.541015625,107.443359375,71.82938737571105,75.28561681336286,75.84822887246347,cat
126.9169921875,117.9951171875,140.0908203125,34.3377062518824,39.129479770316934,48.243042666620205,dog
120.35546875,119.0478515625,104.2744140625,49.27421090913353,55.35510942917073,55.540454442998595,dog
95.8662109375,96.541015625,92.8056640625,48.53092473026096,54.375738836070134,57.56652339994049,dog
167.5556640625,180.337890625,186.646484375,78.12364265788652,72.91018855791376,68.4530235486562,dog
131.587890625,139.0595703125,148.755859375,45.25893482493857,44.62766280363972,43.18699082600251,cat
104.0,95.466796875,141.7900390625,75.24583408319027,57.68386763257549,76.45390166935383,dog
91.796875,111.8017578125,117.37109375,53.61756713857292,64.72131330054725,68.64077249568008,dog
104.7822265625,110.23046875,108.3310546875,64.86792799637136,61.55120144871482,63.63228080625733,cat
131.416015625,142.5068359375,150.2890625,91.85253114571616,85.93996560183719,82.58366045484478,dog
104.1796875,116.7646484375,134.0966796875,67.66794022487565,66.42840277757345,66.47468847407654,dog
106.7236328125,125.3388671875,148.6396484375,64.28495513815945,59.71623500955779,55.67094337097139,dog
69.4501953125,108.6572265625,104.53515625,56.87145816548142,46.13910572045198,41.79540867024853,cat
168.1728515625,179.6181640625,177.7548828125,60.140642498645136,54.074743033410094,66.23535713462933,dog
72.7880859375,83.03125,86.25,60.2099274693768,69.7988949925964,71.23858187018465,dog
101.8310546875,102.3818359375,118.544921875,76.6976089281399,72.35497147141538,69.15963145253268,dog
126.1669921875,132.96875,133.7998046875,59.60269207570925,61.35323729488526,60.49996739378752,cat
136.998046875,133.1865234375,142.1611328125,87.49930801117974,87.22208864771449,89.33351535624374,cat
118.423828125,117.6123046875,129.435546875,48.74154632826557,56.12128576380058,61.75306598295082,cat
129.544921875,118.0556640625,110.6513671875,47.97046957009225,41.04522833046061,36.751973507888636,dog
123.1875,127.958984375,151.2421875,62.46983647129229,60.52859826845081,55.94044979565184,cat
138.767578125,152.5068359375,158.5810546875,63.971648105406985,55.66303082068887,51.48222228485901,dog
57.5947265625,57.421875,60.1494140625,64.64209465880849,65.23989497603729,66.0546067574051,cat
94.5986328125,94.94140625,91.4462890625,56.63396760949473,53.07680244134401,50.70068653514657,cat
115.2861328125,121.1513671875,128.095703125,47.981372149263414,46.506337123687224,45.28120278092075,cat
108.404296875,163.6015625,154.0224609375,29.991740742858944,28.148417985005725,33.21024531592302,dog
80.513671875,100.2705078125,120.3466796875,45.05781668400982,50.56777310783892,54.58579765270244,cat
70.7421875,80.734375,78.0244140625,44.209947638680184,51.89127897811322,46.939459738220805,dog
134.4541015625,136.91796875,139.66796875,55.8255500103531,60.919413256358794,57.373954148411485,dog
121.146484375,146.6904296875,111.201171875,45.942750840887626,56.35730101024284,41.605951893950326,cat
87.115234375,103.388671875,110.970703125,44.68234675645202,48.06970553710085,44.750208635749566,cat
52.7724609375,58.5546875,54.8681640625,53.30497074065923,54.604624145097304,50.90256856459292,dog
64.7412109375,62.916015625,67.5732421875,53.11481906948032,54.1726368866216,59.32559216377002,dog
135.6884765625,132.978515625,135.39453125,82.70238920194741,86.96088115308878,88.0131527001378,dog
78.853515625,137.3583984375,129.65625,62.10938897282665,54.287856425240236,55.02195052033779,dog
144.12890625,143.833984375,142.0966796875,62.1494778894297,63.99244475473066,65.91357258922874,dog
93.435546875,129.638671875,113.4560546875,54.31032204074726,64.19828832014203,60.798897040238394,dog
127.3916015625,131.5400390625,139.2021484375,52.502603802371056,53.797602089902426,48.64133678078468,dog
51.3134765625,76.322265625,95.203125,53.13603170408253,64.22143130308561,76.74062029156642,dog
79.890625,119.556640625,124.7099609375,42.713294617828005,37.91907391853867,53.094981026032244,dog
65.83203125,73.5341796875,87.224609375,53.196340971433585,52.9334303677644,57.41408612007738,cat
80.5283203125,84.3359375,87.71875,54.39499613208829,52.97882866410972,52.43052508737157,cat
108.755859375,108.8603515625,102.2021484375,38.72936654342832,36.16921264869342,38.87895823992351,dog
81.4765625,107.681640625,128.134765625,68.52575244065982,67.63983067825754,70.37310861651146,cat
127.9140625,134.3671875,133.3369140625,72.86619826175298,70.73812798954214,62.75910949696458,dog
91.65234375,135.8837890625,106.53125,59.176858817504296,58.925578484266964,62.60162831099124,dog
129.4921875,147.0654296875,163.720703125,47.74789280261322,52.44784068380216,55.382054794451385,dog
124.189453125,142.439453125,148.6787109375,64.22871156082323,64.7471512863765,57.44439648391145,dog
113.7412109375,114.08984375,110.501953125,60.51803079792526,58.62639702472416,56.72521481832663,dog
114.033203125,125.3955078125,139.517578125,51.52376263727728,62.82834703187528,72.49438073316111,dog
147.404296875,161.2158203125,158.681640625,64.65742523320013,63.28574292469207,63.85920651467061,dog
102.40625,100.990234375,219.298828125,32.21871968960747,32.93515620135372,50.31091378122354,cat
113.4970703125,126.5048828125,131.779296875,49.23139709745125,50.94861818448212,51.67032401563411,cat
121.4677734375,121.4990234375,124.423828125,87.92218981263302,88.37716580964975,85.26017201613224,cat
108.4033203125,118.220703125,118.7099609375,60.62695251938716,56.84649114726093,57.675148142676875,dog
85.7158203125,82.958984375,85.4287109375,44.52091221794217,48.76350251052016,52.213698475539616,cat
108.2060546875,127.27734375,140.3681640625,46.45135142574712,54.221687910091255,59.295408843439,dog
160.3212890625,140.283203125,130.19921875,58.524995460493784,60.071961006071625,61.35912918029923,dog
168.09765625,158.8271484375,146.3310546875,87.7798551107077,76.02126556201128,62.02523406329382,cat
101.103515625,110.857421875,115.16796875,54.9772416279262,47.50328096803705,52.72364112401593,cat
116.33984375,115.966796875,127.7109375,60.712563490603706,58.97509133144679,55.51349812542075,cat
